start,end,phase
0.0,90.586,explore
119.186,166.721,explore
238.601,259.041,explore
287.144,327.753,explore
359.713,517.809,explore
626.773,675.594,explore
90.586,119.186,exploit
166.721,234.916,exploit
259.041,287.144,exploit
327.753,359.713,exploit
517.809,626.773,exploit
675.594,814.082,exploit
