start,end,phase
0.0,67.119,explore
109.688,142.983,explore
220.116,258.808,explore
374.567,452.976,explore
582.504,696.921,explore
67.119,109.688,exploit
142.983,220.116,exploit
258.808,374.567,exploit
452.976,582.504,exploit
696.921,859.264,exploit
