start,end,phase
0.0,71.049,explore
102.04,193.49,explore
269.008,298.785,explore
412.957,447.035,explore
494.569,543.817,explore
623.664,710.157,explore
799.144,831.482,explore
71.049,102.04,exploit
193.49,269.008,exploit
298.785,412.957,exploit
447.035,494.569,exploit
543.817,623.664,exploit
710.157,799.144,exploit
831.482,875.868,exploit
