start,end,phase
0.0,20.968,explore
55.134,84.668,explore
111.647,144.359,explore
168.151,310.998,explore
459.851,516.146,explore
20.968,55.134,exploit
84.668,111.647,exploit
144.359,168.151,exploit
310.998,459.851,exploit
516.146,578.917,exploit
