start,end,phase
0.0,38.072,explore
84.471,117.047,explore
168.791,211.728,explore
228.479,330.021,explore
414.801,469.505,explore
508.721,541.31,explore
617.938,696.762,explore
745.375,767.807,explore
38.072,84.471,exploit
117.047,168.791,exploit
211.728,228.479,exploit
330.021,414.801,exploit
469.505,508.721,exploit
541.31,617.938,exploit
703.647,745.375,exploit
772.183,805.72,exploit
