start,end,phase
0.0,67.306,explore
78.851,137.339,explore
194.137,236.077,explore
313.675,358.435,explore
419.706,478.861,explore
561.076,673.907,explore
67.306,78.851,exploit
137.339,194.137,exploit
236.077,313.675,exploit
358.435,412.805,exploit
478.861,561.076,exploit
673.907,780.122,exploit
