start,end,phase
0.0,23.523,explore
47.265,80.122,explore
161.857,268.609,explore
310.633,335.69,explore
356.266,434.981,explore
562.526,650.282,explore
733.938,798.499,explore
23.523,47.265,exploit
80.122,161.857,exploit
268.609,310.633,exploit
335.69,356.266,exploit
434.981,562.526,exploit
650.282,733.938,exploit
798.499,853.882,exploit
