start,end,phase
0.0,21.986,explore
73.146,102.674,explore
212.341,239.787,explore
292.937,309.673,explore
352.793,413.684,explore
551.025,572.56,explore
662.58,727.841,explore
750.481,760.682,explore
809.844,860.178,explore
21.986,73.146,exploit
102.674,212.341,exploit
239.787,292.937,exploit
309.673,352.793,exploit
413.684,551.025,exploit
572.56,662.58,exploit
727.841,750.481,exploit
760.682,809.844,exploit
860.178,892.858,exploit
