start,end,phase
0.0,141.305,explore
188.561,258.085,explore
304.954,443.785,explore
468.626,497.769,explore
525.599,573.321,explore
601.2,628.67,explore
650.306,731.853,explore
141.305,183.846,exploit
258.085,304.954,exploit
443.785,468.626,exploit
497.769,525.599,exploit
573.321,601.2,exploit
628.67,650.306,exploit
731.853,833.895,exploit
