start,end,phase
0.0,61.379,explore
128.395,180.272,explore
242.654,301.24,explore
380.699,462.555,explore
499.488,651.063,explore
61.379,128.395,exploit
180.272,242.654,exploit
301.24,380.699,exploit
462.555,499.488,exploit
651.063,865.962,exploit
