start,end,phase
0.0,54.964,explore
129.668,194.668,explore
289.108,320.463,explore
445.168,489.853,explore
563.515,624.244,explore
689.569,795.685,explore
54.964,129.668,exploit
194.668,289.108,exploit
325.413,445.168,exploit
489.853,563.515,exploit
624.244,689.569,exploit
795.685,891.106,exploit
