start,end,phase
0.0,30.404,explore
88.731,168.683,explore
211.53,265.613,explore
362.229,393.202,explore
615.25,673.219,explore
821.169,855.933,explore
33.58,88.731,exploit
168.683,211.53,exploit
265.613,362.229,exploit
393.202,615.25,exploit
673.219,821.169,exploit
855.933,894.433,exploit
