start,end,phase
0.0,52.164,explore
79.923,128.132,explore
165.488,190.972,explore
239.875,354.371,explore
397.379,569.86,explore
631.739,755.294,explore
58.253,78.588,exploit
133.507,165.488,exploit
190.972,239.875,exploit
354.371,395.916,exploit
569.86,631.739,exploit
755.294,860.628,exploit
