start,end,phase
0.0,83.964,explore
179.601,308.721,explore
349.585,376.367,explore
439.688,557.937,explore
714.968,773.43,explore
83.964,179.601,exploit
308.721,349.585,exploit
376.367,439.688,exploit
557.937,714.968,exploit
773.43,834.65,exploit
