start,end,phase
0.0,87.67,explore
128.746,257.133,explore
347.864,437.552,explore
562.908,640.502,explore
806.138,846.224,explore
87.67,128.746,exploit
257.133,347.864,exploit
437.552,562.908,exploit
640.502,806.138,exploit
846.224,888.573,exploit
