start,end,phase
0.0,65.468,explore
131.652,189.468,explore
245.532,288.621,explore
386.319,404.493,explore
503.252,534.975,explore
642.19,683.63,explore
741.821,772.513,explore
65.468,131.652,exploit
189.468,245.532,exploit
288.621,386.319,exploit
404.493,503.252,exploit
534.975,642.19,exploit
683.63,741.821,exploit
772.513,818.386,exploit
