start,end,phase
0.0,24.27,explore
46.277,81.341,explore
133.125,153.373,explore
176.893,195.645,explore
207.469,260.453,explore
311.237,389.957,explore
564.996,684.229,explore
24.27,46.277,exploit
85.151,133.125,exploit
153.373,176.893,exploit
195.645,207.469,exploit
265.03,311.237,exploit
389.957,556.557,exploit
684.229,833.125,exploit
