start,end,phase
0.0,61.995,explore
110.394,166.121,explore
240.801,338.566,explore
364.049,397.106,explore
434.435,474.383,explore
588.274,630.442,explore
658.354,810.723,explore
61.995,110.394,exploit
166.121,240.801,exploit
338.566,356.348,exploit
397.106,434.435,exploit
476.849,588.274,exploit
630.442,658.354,exploit
810.723,887.4,exploit
