start,end,phase
0.0,135.387,explore
251.467,333.75,explore
431.135,549.506,explore
607.121,631.253,explore
695.794,734.962,explore
135.387,251.467,exploit
333.75,431.135,exploit
549.506,607.121,exploit
639.671,695.794,exploit
734.962,768.534,exploit
