start,end,phase
0.0,77.86,explore
112.349,149.467,explore
203.884,254.999,explore
351.003,471.988,explore
527.313,671.242,explore
81.972,112.349,exploit
149.467,203.884,exploit
254.999,351.003,exploit
475.509,527.313,exploit
706.692,804.555,exploit
