start,end,phase
0.0,13.084,explore
41.139,62.947,explore
115.643,171.866,explore
251.706,298.698,explore
374.193,396.45,explore
446.524,513.94,explore
556.722,693.348,explore
722.826,762.17,explore
13.084,41.139,exploit
62.947,115.643,exploit
171.866,251.706,exploit
298.698,374.193,exploit
396.45,446.524,exploit
513.94,553.355,exploit
693.348,718.562,exploit
762.17,833.582,exploit
