start,end,phase
0.0,141.264,explore
247.616,288.952,explore
318.049,374.52,explore
419.241,476.975,explore
542.192,602.955,explore
683.671,749.015,explore
141.264,247.616,exploit
288.952,318.049,exploit
374.52,419.241,exploit
476.975,542.192,exploit
602.955,683.671,exploit
749.015,808.765,exploit
