start,end,phase
0.0,38.962,explore
172.295,213.747,explore
353.377,394.625,explore
458.521,507.95,explore
586.532,681.777,explore
38.962,172.295,exploit
213.747,353.377,exploit
394.625,458.521,exploit
507.95,586.532,exploit
681.777,866.963,exploit
