start,end,phase
0.0,0.0,explore
70.384,183.673,explore
289.898,412.376,explore
436.522,506.371,explore
569.781,638.401,explore
0.0,70.384,exploit
183.673,289.898,exploit
412.376,436.522,exploit
506.371,551.334,exploit
638.401,857.603,exploit
