start,end,phase
0.0,79.648,explore
204.041,280.272,explore
377.991,500.12,explore
559.155,597.099,explore
623.883,645.576,explore
668.215,789.71,explore
79.648,204.041,exploit
280.272,377.991,exploit
500.12,559.155,exploit
597.099,623.883,exploit
645.576,668.215,exploit
795.556,829.487,exploit
