start,end,phase
0.0,63.714,explore
83.061,119.824,explore
252.534,327.821,explore
417.389,474.637,explore
516.735,618.991,explore
720.188,791.86,explore
63.714,83.061,exploit
122.997,252.534,exploit
327.821,417.389,exploit
474.637,516.735,exploit
618.991,720.188,exploit
791.86,809.705,exploit
