start,end,phase
0.0,37.398,explore
137.075,157.97,explore
197.522,221.573,explore
262.961,312.992,explore
351.326,375.996,explore
421.345,477.535,explore
645.187,670.609,explore
37.398,137.075,exploit
157.97,197.522,exploit
221.573,262.961,exploit
312.992,351.326,exploit
375.996,421.345,exploit
477.535,645.187,exploit
670.609,841.096,exploit
