start,end,phase
0.0,62.108,explore
177.576,208.233,explore
320.208,340.311,explore
503.9,572.763,explore
629.133,660.534,explore
714.714,758.329,explore
62.108,177.576,exploit
208.233,320.208,exploit
340.311,503.9,exploit
572.763,629.133,exploit
660.534,714.714,exploit
758.329,803.599,exploit
