start,end,phase
0.0,69.396,explore
101.348,124.22,explore
160.62,240.653,explore
264.117,302.973,explore
357.631,407.771,explore
447.627,462.979,explore
516.025,604.412,explore
644.479,784.847,explore
69.396,101.348,exploit
124.22,160.62,exploit
240.653,264.117,exploit
302.973,357.631,exploit
407.771,447.627,exploit
462.979,516.025,exploit
604.412,644.479,exploit
784.847,888.813,exploit
