start,end,phase
0.0,70.107,explore
189.939,226.459,explore
301.436,360.027,explore
429.748,534.524,explore
572.73,631.573,explore
70.107,189.939,exploit
226.459,301.436,exploit
360.027,429.748,exploit
534.524,572.73,exploit
636.022,761.006,exploit
