start,end,phase
0.0,195.126,explore
261.998,378.057,explore
396.777,445.901,explore
463.698,551.269,explore
673.662,753.582,explore
195.126,261.998,exploit
378.057,396.777,exploit
445.901,463.698,exploit
551.269,673.662,exploit
753.582,861.406,exploit
