start,end,phase
0.0,51.306,explore
130.242,160.138,explore
248.866,281.506,explore
328.207,360.609,explore
426.195,463.225,explore
553.803,708.082,explore
51.306,130.242,exploit
160.138,248.866,exploit
281.506,328.207,exploit
360.609,426.195,exploit
463.225,553.803,exploit
708.082,790.626,exploit
