start,end,phase
0.0,19.372,explore
46.459,240.252,explore
300.804,315.789,explore
362.925,417.928,explore
438.189,474.58,explore
528.044,694.567,explore
705.188,756.189,explore
24.037,46.459,exploit
240.252,300.804,exploit
315.789,362.925,exploit
417.928,438.189,exploit
474.58,528.044,exploit
694.567,705.188,exploit
756.189,879.599,exploit
