start,end,phase
0.0,62.99,explore
158.999,202.517,explore
282.573,351.266,explore
535.405,653.022,explore
752.826,797.488,explore
63.573,158.999,exploit
202.517,282.573,exploit
351.266,535.405,exploit
653.022,752.826,exploit
797.488,860.343,exploit
