start,end,phase
0.0,90.015,explore
154.091,196.571,explore
285.135,318.02,explore
465.092,486.539,explore
567.861,600.126,explore
90.015,154.091,exploit
196.571,285.135,exploit
318.02,465.092,exploit
486.539,567.861,exploit
600.126,766.218,exploit
