start,end,phase
0.0,119.461,explore
155.062,186.621,explore
215.997,244.319,explore
289.792,346.048,explore
360.1,389.541,explore
409.357,644.222,explore
119.461,155.062,exploit
186.621,215.997,exploit
244.319,289.792,exploit
346.048,360.1,exploit
389.541,409.357,exploit
648.29,680.359,exploit
